duplicate_policy,best_f1_macro,mean_f1_macro,best_balanced_accuracy,rows_after_policy
feature_duplicates_majority_target,0.9883136678822917,0.961627302151121,0.9956753772543246,3143
keep_all_rows,0.9881476544892868,0.9662589367384838,0.9956911622791559,3200
drop_feature_duplicates_keep_first,0.9846515085655717,0.9658835048133401,0.9952087685565425,3143
drop_exact_feature_target_duplicates_keep_first,0.9846515085655717,0.9658835048133401,0.9952087685565425,3143
